Location,Area_sqft,BHK,Bathrooms,Furnishing,Property_Type,Facing,City_Zone,Parking_Type,Transaction_Type,Property_Age_Years,Floor,Distance_from_City_Center_km,Price
Mumbai,518,3,4,Fully Furnished,Villa,South,Outskirts,Open,Resale,12,26,3.47,10305127.0
Chennai,2283,5,1,Unfurnished,Apartment,North,Outskirts,Covered,New,24,24,15.52,23015497.0
Pune,2404,4,4,Unfurnished,Independent House,West,Suburb,Open,New,4,3,27.83,26487710.0
Bangalore,1187,4,3,Unfurnished,Independent House,North,Outskirts,Covered,Resale,17,20,4.66,15606760.0
Delhi,2875,3,3,Semi-Furnished,Independent House,West,Suburb,Open,Resale,9,14,25.79,40564538.0
Hyderabad,3167,5,2,Semi-Furnished,Apartment,East,Central,Open,Resale,6,15,14.09,29610432.0
Mumbai,1827,3,4,Fully Furnished,Independent House,North,Central,Open,New,28,12,19.81,30642030.0
Bangalore,642,3,3,Fully Furnished,Villa,South,Suburb,Covered,New,10,1,31.23,10138978.0
Chennai,4438,4,4,Semi-Furnished,Independent House,East,Central,Covered,New,27,14,12.25,45261299.0
Pune,4313,3,3,Unfurnished,Villa,West,Outskirts,Open,Resale,10,12,24.51,45841644.0
Kolkata,415,4,1,Fully Furnished,Villa,West,Central,None,New,32,21,22.16,4394664.0
Chennai,3182,5,1,Semi-Furnished,Villa,East,Central,Covered,New,16,29,30.27,32801360.0
Kolkata,2223,5,3,Unfurnished,Apartment,East,Suburb,Covered,New,14,22,2.92,20299197.0
Pune,410,5,3,Semi-Furnished,Villa,South,Suburb,Covered,New,6,1,23.83,5774971.0
Kolkata,678,4,4,Semi-Furnished,Independent House,South,Central,Covered,New,33,26,12.61,7330317.0
Pune,3342,2,4,Unfurnished,Apartment,North,Central,None,Resale,13,2,6.13,36211603.0
Bangalore,3191,2,3,Fully Furnished,Villa,South,Suburb,Open,Resale,27,21,33.08,40948140.0
Mumbai,2485,2,3,Unfurnished,Independent House,South,Outskirts,Open,Resale,23,4,24.33,39285045.0
Hyderabad,1506,2,4,Semi-Furnished,Independent House,East,Outskirts,Open,Resale,24,1,12.33,13882906.0
Mumbai,431,5,3,Unfurnished,Villa,West,Suburb,Open,Resale,25,9,2.6,7413710.0
Delhi,3525,2,1,Unfurnished,Independent House,North,Outskirts,Covered,Resale,15,13,31.82,48915567.0
Mumbai,1136,3,4,Semi-Furnished,Villa,East,Central,Covered,Resale,10,18,24.27,19241425.0
Pune,2248,4,1,Fully Furnished,Villa,North,Outskirts,None,Resale,23,22,21.21,23766175.0
Pune,3432,2,4,Semi-Furnished,Villa,West,Central,Covered,Resale,22,11,13.87,37352247.0
Delhi,4008,5,3,Semi-Furnished,Independent House,West,Central,Open,New,4,26,5.62,59484245.0
Chennai,3077,2,2,Unfurnished,Apartment,East,Outskirts,Covered,Resale,23,5,19.48,29370065.0
Pune,693,4,4,Semi-Furnished,Villa,South,Outskirts,Open,New,14,8,32.07,8439663.0
Delhi,3596,1,4,Unfurnished,Villa,West,Outskirts,None,Resale,32,23,34.88,48916216.0
Pune,1971,1,2,Unfurnished,Apartment,North,Outskirts,Covered,New,34,22,5.48,19379792.0
Hyderabad,3448,5,2,Semi-Furnished,Independent House,South,Suburb,Open,Resale,5,25,13.57,32919528.0
Pune,3339,5,1,Fully Furnished,Apartment,North,Central,None,New,2,12,15.66,37399864.0
Bangalore,668,5,3,Fully Furnished,Independent House,South,Outskirts,Covered,New,32,12,21.9,8745582.0
Delhi,1547,2,2,Unfurnished,Independent House,East,Outskirts,None,New,23,5,28.77,20353535.0
Kolkata,3742,4,4,Unfurnished,Villa,East,Outskirts,Open,New,14,17,3.87,33392747.0
Mumbai,1279,4,2,Unfurnished,Independent House,West,Central,None,New,18,5,3.85,21404409.0
Delhi,458,4,2,Fully Furnished,Villa,North,Outskirts,Covered,Resale,31,10,20.64,6254636.0
Chennai,2897,1,3,Semi-Furnished,Independent House,East,Central,Covered,Resale,12,2,2.65,30434669.0
Pune,4291,4,3,Semi-Furnished,Apartment,West,Suburb,Open,New,0,29,22.66,45996203.0
Delhi,616,5,1,Fully Furnished,Independent House,North,Outskirts,Open,New,34,25,22.88,7808652.0
Hyderabad,2711,2,3,Fully Furnished,Apartment,South,Central,Open,Resale,10,5,18.59,24815944.0
Delhi,1133,1,1,Semi-Furnished,Independent House,South,Outskirts,Open,New,24,8,31.93,14352570.0
Hyderabad,2902,2,2,Unfurnished,Apartment,North,Central,Covered,New,30,5,27.7,25587465.0
Pune,2821,3,1,Fully Furnished,Independent House,North,Central,None,New,33,12,28.05,28810564.0
Mumbai,3777,5,1,Semi-Furnished,Independent House,East,Central,Open,New,5,1,19.15,62866800.0
Pune,773,1,3,Fully Furnished,Villa,East,Outskirts,Covered,New,20,6,3.72,8775954.0
Chennai,511,5,2,Semi-Furnished,Apartment,North,Outskirts,Covered,Resale,34,28,10.39,4855550.0
Bangalore,2940,2,1,Unfurnished,Apartment,East,Central,Covered,Resale,0,15,6.17,39442312.0
Mumbai,693,4,2,Unfurnished,Independent House,South,Outskirts,Covered,Resale,7,3,24.42,11401294.0
Mumbai,2869,3,4,Fully Furnished,Villa,South,Outskirts,None,New,9,22,27.07,46701762.0
Bangalore,2598,5,4,Fully Furnished,Apartment,North,Outskirts,Open,New,17,21,14.98,34898053.0
Delhi,3668,3,4,Fully Furnished,Independent House,North,Suburb,Open,Resale,30,18,23.85,51380846.0
Pune,567,2,2,Unfurnished,Apartment,West,Outskirts,Open,Resale,20,22,16.87,4471409.0
Delhi,3553,5,4,Fully Furnished,Independent House,East,Suburb,Open,Resale,12,5,34.15,51216243.0
Delhi,469,4,3,Fully Furnished,Villa,East,Outskirts,None,New,20,25,24.8,7040896.0
Pune,1825,3,2,Semi-Furnished,Apartment,East,Outskirts,Covered,New,27,24,8.14,18764166.0
Chennai,2972,1,4,Semi-Furnished,Villa,North,Outskirts,None,New,29,10,23.92,28734483.0
Mumbai,2054,2,4,Unfurnished,Apartment,East,Central,Open,New,16,1,14.82,33244793.0
Hyderabad,2659,5,1,Unfurnished,Villa,West,Outskirts,Covered,Resale,17,17,29.18,23554512.0
Bangalore,501,1,2,Semi-Furnished,Villa,East,Central,None,New,21,7,19.67,7158919.0
Mumbai,2131,4,4,Unfurnished,Villa,North,Suburb,Covered,New,18,0,30.51,35079477.0
Delhi,1761,4,2,Fully Furnished,Independent House,North,Outskirts,Open,New,9,13,4.77,26170292.0
Bangalore,732,3,2,Fully Furnished,Villa,South,Suburb,Open,Resale,34,21,9.26,8998403.0
Hyderabad,2652,2,3,Unfurnished,Independent House,South,Outskirts,Covered,Resale,17,19,11.34,23315072.0
Mumbai,3660,5,4,Fully Furnished,Independent House,North,Central,Open,New,25,0,8.04,60900004.0
Mumbai,1522,1,3,Semi-Furnished,Apartment,South,Outskirts,None,New,1,29,13.6,24414905.0
Chennai,2357,5,4,Fully Furnished,Villa,East,Outskirts,None,New,16,10,12.23,25672919.0
Mumbai,2359,1,2,Semi-Furnished,Independent House,North,Suburb,Open,Resale,29,6,21.49,36086251.0
Mumbai,859,2,2,Semi-Furnished,Apartment,East,Central,Open,Resale,12,18,24.19,14129696.0
Hyderabad,1617,4,2,Unfurnished,Villa,North,Central,Covered,Resale,26,13,31.93,14214268.0
Hyderabad,1330,4,2,Semi-Furnished,Independent House,North,Outskirts,Covered,New,9,22,19.04,13297535.0
Bangalore,710,5,4,Fully Furnished,Apartment,East,Suburb,Covered,Resale,23,27,34.75,9006286.0
Delhi,3289,5,1,Semi-Furnished,Apartment,West,Central,None,Resale,31,25,21.52,46002440.0
Hyderabad,2158,3,2,Semi-Furnished,Independent House,West,Outskirts,Covered,New,0,16,12.78,20440310.0
Bangalore,871,1,4,Fully Furnished,Independent House,North,Central,Open,Resale,3,11,11.21,13607226.0
Mumbai,3580,3,2,Semi-Furnished,Villa,East,Outskirts,None,Resale,34,7,14.21,56816028.0
Bangalore,2760,1,1,Semi-Furnished,Apartment,South,Central,Open,Resale,6,27,34.22,35051944.0
Bangalore,1544,2,4,Fully Furnished,Independent House,East,Outskirts,Covered,New,18,8,28.94,20474126.0
Bangalore,498,5,2,Unfurnished,Independent House,West,Central,Open,New,23,8,5.05,7790283.0
Pune,4049,1,3,Unfurnished,Independent House,West,Suburb,Open,New,17,27,6.17,42698833.0
Bangalore,893,4,1,Fully Furnished,Apartment,East,Suburb,Open,New,1,12,29.98,12241332.0
Hyderabad,2557,2,3,Fully Furnished,Apartment,North,Outskirts,Open,New,24,1,29.11,21838926.0
Kolkata,2577,4,3,Unfurnished,Independent House,East,Central,Covered,New,18,6,21.13,23469549.0
Kolkata,1823,2,2,Fully Furnished,Apartment,North,Outskirts,Open,New,13,13,4.35,16325550.0
Kolkata,905,1,3,Semi-Furnished,Independent House,East,Outskirts,Open,New,8,29,27.31,8235917.0
Kolkata,760,4,4,Semi-Furnished,Independent House,South,Central,Covered,New,25,11,24.06,7130339.0
Pune,553,1,1,Semi-Furnished,Villa,East,Central,None,New,31,22,20.78,5421781.0
Delhi,932,3,4,Fully Furnished,Villa,East,Suburb,Covered,Resale,21,4,34.02,13856703.0
Bangalore,2411,2,3,Unfurnished,Independent House,South,Suburb,Open,New,3,8,34.23,31593294.0
Chennai,2757,5,4,Unfurnished,Independent House,North,Central,None,Resale,2,3,7.84,30112549.0
Kolkata,3183,4,1,Unfurnished,Independent House,North,Suburb,None,Resale,26,0,11.37,26508710.0
Mumbai,2369,1,3,Semi-Furnished,Independent House,East,Suburb,Covered,Resale,22,2,3.35,38002648.0
Kolkata,2747,4,1,Unfurnished,Apartment,South,Central,Open,New,1,15,25.52,24128684.0
Kolkata,1034,1,2,Unfurnished,Independent House,South,Suburb,Covered,New,13,12,10.77,9348722.0
Mumbai,3001,3,2,Fully Furnished,Apartment,North,Suburb,None,New,5,19,26.58,48317560.0
Pune,1592,5,4,Fully Furnished,Apartment,South,Suburb,None,Resale,23,21,19.42,17586844.0
Mumbai,1136,4,4,Semi-Furnished,Independent House,West,Outskirts,None,New,27,23,10.45,18994321.0
Mumbai,2836,4,3,Fully Furnished,Independent House,East,Suburb,Covered,Resale,6,11,13.38,47552565.0
Pune,1608,1,3,Fully Furnished,Apartment,East,Outskirts,None,New,30,24,26.92,15976423.0
Mumbai,2458,1,2,Semi-Furnished,Independent House,West,Suburb,Open,New,19,4,14.09,39733223.0
Bangalore,1007,4,2,Fully Furnished,Apartment,North,Outskirts,None,New,0,19,30.76,14370178.0
Kolkata,3465,3,1,Semi-Furnished,Apartment,South,Suburb,Open,Resale,31,4,29.47,27382783.0
Delhi,4149,4,2,Fully Furnished,Villa,East,Suburb,Open,Resale,20,8,13.85,59370416.0
Pune,2437,2,2,Semi-Furnished,Independent House,South,Outskirts,None,Resale,30,12,13.0,25149324.0
Chennai,2585,2,1,Unfurnished,Apartment,South,Outskirts,None,New,19,24,17.63,25036786.0
Pune,1396,4,2,Unfurnished,Independent House,North,Outskirts,Covered,Resale,33,29,5.8,14404002.0
Hyderabad,2978,3,4,Unfurnished,Villa,West,Central,Covered,New,31,29,25.46,27451589.0
Chennai,1579,1,1,Unfurnished,Independent House,North,Outskirts,None,Resale,19,3,32.43,14117434.0
Hyderabad,2320,1,2,Unfurnished,Apartment,South,Outskirts,None,Resale,14,4,15.19,19795850.0
Pune,3631,4,1,Fully Furnished,Independent House,North,Central,None,Resale,27,13,2.9,38416128.0
Hyderabad,1732,5,2,Fully Furnished,Villa,North,Central,Open,New,27,7,24.45,16435596.0
Chennai,3144,1,2,Semi-Furnished,Apartment,East,Central,Covered,Resale,0,26,13.03,32559330.0
Bangalore,2660,2,3,Fully Furnished,Independent House,South,Suburb,Open,New,19,23,8.24,35578066.0
Pune,3898,2,1,Unfurnished,Villa,East,Suburb,Open,New,4,23,26.74,41163178.0
Pune,3813,5,4,Unfurnished,Villa,West,Outskirts,Covered,New,7,9,10.86,42597571.0
Mumbai,605,5,2,Fully Furnished,Apartment,South,Central,None,Resale,28,9,28.18,9977125.0
Pune,2209,2,4,Fully Furnished,Apartment,North,Central,None,New,18,7,28.72,24211998.0
Kolkata,1299,4,3,Unfurnished,Independent House,East,Outskirts,None,Resale,18,9,21.33,10786194.0
Kolkata,1147,4,4,Fully Furnished,Villa,East,Suburb,Covered,New,27,27,18.86,10526631.0
Pune,3029,4,3,Unfurnished,Independent House,North,Central,Covered,New,11,5,20.24,33011545.0
Bangalore,2842,2,1,Unfurnished,Villa,West,Central,Open,Resale,30,14,13.37,36244694.0
Mumbai,2161,5,3,Semi-Furnished,Villa,East,Suburb,Open,Resale,4,22,13.41,36156943.0
Delhi,2696,3,2,Unfurnished,Independent House,West,Central,None,Resale,25,10,30.1,37499610.0
Hyderabad,2131,2,3,Semi-Furnished,Villa,East,Suburb,Open,New,32,4,23.54,19424285.0
Chennai,4398,2,1,Fully Furnished,Villa,West,Outskirts,None,New,15,15,27.74,43465415.0
Delhi,3359,1,1,Semi-Furnished,Apartment,East,Central,Open,New,25,14,14.66,47077834.0
Mumbai,1338,4,2,Fully Furnished,Apartment,East,Outskirts,Covered,New,16,10,31.11,21255298.0
Kolkata,2564,1,2,Fully Furnished,Villa,South,Central,Open,New,19,22,9.5,23156526.0
Kolkata,3273,2,4,Semi-Furnished,Villa,West,Central,None,New,23,3,24.95,28210570.0
Kolkata,1850,2,2,Fully Furnished,Villa,West,Outskirts,Open,New,13,28,32.7,15862906.0
Bangalore,1603,2,3,Fully Furnished,Independent House,West,Outskirts,Covered,Resale,28,29,17.26,19861674.0
Kolkata,2272,3,2,Unfurnished,Villa,East,Suburb,Open,Resale,23,1,28.61,18816494.0
Chennai,3424,1,4,Unfurnished,Independent House,West,Suburb,None,Resale,7,20,15.99,34935156.0
Hyderabad,2455,5,2,Unfurnished,Apartment,East,Suburb,Open,New,5,22,32.34,22415702.0
Pune,2591,4,4,Fully Furnished,Apartment,South,Suburb,Covered,Resale,21,22,18.38,27707613.0
Pune,2078,4,2,Semi-Furnished,Villa,North,Outskirts,Open,New,7,9,31.1,23076881.0
Delhi,2937,3,1,Semi-Furnished,Independent House,South,Central,None,Resale,2,19,5.75,42949606.0
Hyderabad,2065,1,2,Fully Furnished,Independent House,North,Central,None,New,10,10,30.18,18998099.0
Mumbai,3411,4,3,Semi-Furnished,Independent House,West,Outskirts,Covered,New,8,5,8.41,56256338.0
Hyderabad,643,2,1,Fully Furnished,Villa,East,Central,Open,New,16,4,14.68,6445277.0
Bangalore,539,1,2,Unfurnished,Apartment,North,Central,Open,Resale,19,25,13.35,6962258.0
Delhi,2848,4,2,Fully Furnished,Apartment,South,Outskirts,Open,Resale,15,25,27.48,39676964.0
Delhi,1124,1,1,Semi-Furnished,Villa,North,Central,Open,Resale,12,13,9.49,16238062.0
Bangalore,1964,3,1,Semi-Furnished,Independent House,South,Outskirts,Open,Resale,4,14,12.43,25584155.0
Hyderabad,503,5,1,Unfurnished,Apartment,North,Suburb,Open,Resale,4,22,6.61,5489568.0
Kolkata,4447,5,3,Semi-Furnished,Villa,West,Central,Open,Resale,5,10,24.6,40131045.0
Bangalore,462,1,2,Fully Furnished,Independent House,South,Suburb,None,Resale,2,11,30.65,5607719.0
Kolkata,2462,3,4,Semi-Furnished,Independent House,West,Suburb,Open,Resale,17,1,32.87,21357372.0
Chennai,4269,4,2,Unfurnished,Villa,East,Central,Covered,New,31,17,7.52,44114736.0
Bangalore,3965,2,2,Fully Furnished,Independent House,South,Suburb,None,Resale,11,27,13.86,51841453.0
Kolkata,2626,1,1,Fully Furnished,Villa,North,Central,None,New,31,12,31.72,21211314.0
Hyderabad,1946,1,4,Fully Furnished,Independent House,West,Suburb,None,Resale,15,28,21.14,18262142.0
Kolkata,4472,4,2,Unfurnished,Villa,West,Outskirts,None,Resale,19,16,14.85,38027641.0
Bangalore,4046,2,2,Semi-Furnished,Villa,East,Outskirts,Covered,New,3,10,10.09,54176723.0
Mumbai,2190,2,1,Semi-Furnished,Apartment,East,Suburb,None,Resale,8,25,3.41,35550719.0
Pune,529,4,2,Unfurnished,Apartment,South,Outskirts,None,New,2,27,34.62,6099060.0
Bangalore,3415,1,3,Fully Furnished,Apartment,West,Suburb,Covered,Resale,2,3,20.26,45305264.0
Pune,1326,4,2,Unfurnished,Villa,East,Suburb,None,Resale,22,29,19.65,13491406.0
Bangalore,2380,5,3,Semi-Furnished,Apartment,North,Outskirts,Open,New,29,24,8.14,31296209.0
Hyderabad,2125,4,1,Unfurnished,Independent House,North,Outskirts,Covered,New,6,3,31.03,19210497.0
Chennai,2219,3,2,Unfurnished,Apartment,East,Suburb,Open,New,28,16,17.57,22031021.0
Chennai,2607,1,3,Semi-Furnished,Independent House,South,Outskirts,Open,New,6,2,3.88,26486464.0
Pune,3688,3,2,Semi-Furnished,Independent House,West,Central,None,New,0,21,14.72,40926712.0
Hyderabad,3295,1,1,Fully Furnished,Villa,North,Suburb,Open,New,19,28,13.04,29494467.0
Kolkata,2156,1,1,Unfurnished,Apartment,East,Central,Covered,Resale,1,19,14.54,18884826.0
Hyderabad,2937,5,2,Fully Furnished,Villa,North,Suburb,None,Resale,11,4,14.19,28479280.0
Hyderabad,2727,4,1,Fully Furnished,Villa,South,Outskirts,Covered,Resale,12,17,9.49,26036284.0
Mumbai,2528,4,3,Semi-Furnished,Apartment,West,Suburb,Covered,Resale,3,18,22.85,41588622.0
Delhi,3596,5,1,Semi-Furnished,Independent House,South,Suburb,Open,New,33,6,4.12,50700069.0
Bangalore,2617,5,1,Unfurnished,Independent House,North,Central,Covered,New,10,29,28.35,35262464.0
Hyderabad,4053,2,3,Fully Furnished,Independent House,East,Suburb,Open,Resale,29,10,12.19,36821512.0
Hyderabad,3561,3,2,Unfurnished,Apartment,North,Central,None,New,34,28,9.71,32020914.0
Hyderabad,2827,1,1,Semi-Furnished,Independent House,West,Outskirts,Open,New,17,2,17.27,24592993.0
Chennai,814,2,2,Unfurnished,Villa,North,Outskirts,None,New,32,10,2.73,7761754.0
Hyderabad,4494,4,3,Fully Furnished,Independent House,North,Suburb,Covered,Resale,10,0,16.45,42248818.0
Bangalore,2235,2,2,Semi-Furnished,Independent House,South,Suburb,Covered,New,10,25,34.06,28715777.0
Kolkata,2468,4,1,Unfurnished,Independent House,West,Outskirts,Open,Resale,9,0,21.71,21000441.0
Kolkata,3270,5,1,Unfurnished,Apartment,East,Central,Covered,New,2,4,16.58,29199501.0
Hyderabad,1422,1,1,Semi-Furnished,Villa,West,Outskirts,Open,Resale,9,22,5.29,13501125.0
Bangalore,798,1,3,Fully Furnished,Villa,West,Outskirts,Open,Resale,19,17,28.14,10072722.0
Mumbai,3377,1,1,Semi-Furnished,Apartment,West,Outskirts,None,Resale,34,11,10.75,52527468.0
Kolkata,3319,5,2,Semi-Furnished,Independent House,West,Central,Covered,Resale,34,18,16.15,28828936.0
Delhi,4370,4,4,Semi-Furnished,Apartment,North,Suburb,Covered,Resale,12,10,23.1,62013908.0
Chennai,528,5,4,Fully Furnished,Independent House,North,Outskirts,None,Resale,3,1,2.99,7980129.0
Bangalore,1932,1,1,Semi-Furnished,Independent House,South,Suburb,None,Resale,21,0,27.02,24337643.0
Kolkata,1450,1,3,Fully Furnished,Apartment,East,Suburb,Open,Resale,23,3,33.51,10737785.0
Kolkata,3352,1,2,Semi-Furnished,Independent House,North,Central,Covered,New,12,25,12.91,29683607.0
Pune,743,4,2,Unfurnished,Independent House,West,Outskirts,Open,Resale,29,12,12.1,7574617.0
Mumbai,1824,4,3,Fully Furnished,Villa,West,Outskirts,Open,New,18,27,25.36,29969042.0
Delhi,1003,2,2,Semi-Furnished,Apartment,South,Outskirts,Covered,New,24,26,22.07,13531071.0
Delhi,1990,2,1,Fully Furnished,Independent House,West,Suburb,Open,Resale,7,11,19.0,28486204.0
Delhi,2548,3,2,Fully Furnished,Apartment,South,Central,None,Resale,2,9,14.39,37543497.0
Bangalore,1147,4,4,Unfurnished,Villa,East,Central,Covered,Resale,6,29,20.16,17311182.0
Mumbai,899,5,3,Unfurnished,Villa,East,Central,None,Resale,23,5,19.23,15752514.0
Hyderabad,3756,4,2,Fully Furnished,Independent House,West,Outskirts,Covered,Resale,33,2,31.77,33088330.0
Pune,785,2,2,Unfurnished,Independent House,East,Central,Covered,Resale,14,21,29.31,8622528.0
Mumbai,2135,1,3,Unfurnished,Apartment,West,Outskirts,None,Resale,32,1,1.5,32369632.0
Mumbai,2957,2,2,Fully Furnished,Villa,West,Suburb,Open,New,27,17,13.1,48181662.0
Kolkata,1578,2,3,Unfurnished,Independent House,South,Central,Covered,New,22,16,33.32,13812080.0
Mumbai,1279,2,1,Fully Furnished,Independent House,North,Suburb,None,Resale,23,23,25.54,19542573.0
Bangalore,1905,3,3,Semi-Furnished,Villa,East,Outskirts,Covered,Resale,1,20,17.35,26572337.0
Pune,1406,3,2,Fully Furnished,Independent House,North,Central,None,New,29,24,25.85,15509856.0
Bangalore,4057,3,2,Semi-Furnished,Villa,South,Suburb,Open,New,26,15,28.63,52358685.0
Pune,2705,5,1,Semi-Furnished,Villa,East,Suburb,Covered,New,4,12,2.67,31103592.0
Pune,672,3,2,Semi-Furnished,Apartment,North,Central,None,Resale,19,20,4.81,7149365.0
Kolkata,3295,5,4,Unfurnished,Independent House,North,Central,Covered,New,13,11,19.24,30099043.0
Bangalore,3495,4,4,Fully Furnished,Independent House,North,Outskirts,None,Resale,26,18,12.05,46104342.0
Pune,3272,4,2,Fully Furnished,Independent House,East,Central,None,New,22,2,7.68,35334548.0
Mumbai,2006,3,2,Unfurnished,Apartment,North,Outskirts,None,Resale,0,18,34.16,32132212.0
Bangalore,2847,4,2,Fully Furnished,Independent House,West,Central,Open,New,4,4,19.07,38901227.0
Pune,3251,4,3,Fully Furnished,Independent House,South,Suburb,Open,New,5,14,6.44,36594406.0
Delhi,1724,1,2,Fully Furnished,Villa,South,Outskirts,None,Resale,27,4,34.21,22863764.0
Bangalore,2457,3,3,Unfurnished,Villa,South,Outskirts,Covered,New,15,3,16.21,33285601.0
Kolkata,4302,3,2,Fully Furnished,Villa,South,Central,Open,New,8,14,18.2,38678825.0
Chennai,3522,2,2,Unfurnished,Apartment,North,Central,None,New,27,1,12.24,34375976.0
Bangalore,3166,2,2,Semi-Furnished,Villa,East,Suburb,None,New,30,17,14.97,40355453.0
Bangalore,2554,4,1,Unfurnished,Apartment,East,Central,None,New,33,3,8.71,33168985.0
Bangalore,2129,2,3,Fully Furnished,Villa,North,Outskirts,Open,New,2,7,13.74,28797976.0
Pune,3122,1,1,Unfurnished,Villa,North,Central,Covered,New,16,7,1.68,33556846.0
Bangalore,3294,3,2,Semi-Furnished,Apartment,North,Suburb,Open,New,2,0,29.53,43057537.0
Chennai,3763,1,1,Fully Furnished,Villa,North,Outskirts,None,New,29,15,32.95,36841588.0
Hyderabad,2240,3,1,Fully Furnished,Apartment,North,Suburb,None,New,25,24,8.74,19632482.0
Bangalore,2361,5,4,Semi-Furnished,Apartment,South,Suburb,Covered,Resale,10,27,10.81,31946404.0
Delhi,3075,3,1,Unfurnished,Independent House,South,Outskirts,Covered,New,25,25,32.33,42169421.0
Chennai,2339,1,3,Semi-Furnished,Apartment,West,Suburb,Open,New,27,7,30.8,21781021.0
Hyderabad,413,4,2,Fully Furnished,Villa,North,Central,Open,New,16,1,4.5,5425637.0
Pune,3458,2,2,Semi-Furnished,Apartment,North,Outskirts,Covered,Resale,7,8,12.18,36563055.0
Bangalore,1145,2,4,Fully Furnished,Apartment,South,Suburb,Covered,Resale,15,2,26.1,14713290.0
Hyderabad,2410,1,4,Fully Furnished,Apartment,North,Suburb,Open,Resale,8,20,10.59,22788725.0
Delhi,3013,2,3,Semi-Furnished,Apartment,East,Central,Open,Resale,19,23,1.32,42458579.0
